GEOID20,City,Congestion_Index,LOS_actual,Ave_Height,B08301_002E,B08301_003E,B08301_004E,B08301_005E,B08301_010E,B08301_018E,B08301_019E,B08301_021E,B15003_001E,B19013_001E,B19301_001E,B23025_003E,B23025_005E,BLOK_Compact,BLOK_Convex,BLOK_Elong,B_Compactness_Mean,B_Compactness_Median,B_Elongation_Mean,B_Elongation_Median,Block_Total_Area,Build_Cov_Ratio,Commercial_Area,Commercial_Pct,Crash_Inde,Elementary_sch,High_school,Industrial_Area,Industrial_Pct,Institutional_Pct,Length,Mixed_Use_Area,Mixed_Use_Pct,N_B_Vertx,Open_Space_Pct,P1_001N,PM25,Residential_Area,Residential_Pct,Total_Parcel_Count,Transportation_Pct,Vacant_Undeveloped_Pct,to_fire,to_hospital,to_police,LOS_actual_numeric
60371134282004.0,Los Angeles,4.0,Medium,3.6019,679.0,659.0,20.0,0.0,0.0,0.0,0.0,31.0,830.0,134682.0,49678.0,785.0,75.0,0.5720028466984538,0.999744899099138,2.649934289839327,0.6082929139507505,0.6034570608925227,1.2927662629551882,1.2237047598479096,32776.575341685246,0.3206973878630555,0.0,0.0,12.166803658048176,2.0,7.640625,0.0,0.0,0.0,107.71,0.0,0.0,11.140350877192985,0.0,165.0,8.45047378540039,32776.575341685246,100.0,41.0,0.0,0.0,2.0,2.0,2.0,2.0
60372151011007.0,Los Angeles,2.0,Good,3.9079,663.0,653.0,10.0,10.0,16.0,0.0,142.0,564.0,1724.0,117692.0,100235.0,1516.0,57.0,0.1915845802724736,0.8434574429316634,9.830753299157545,,,,,,,,,22.47236146028438,4.0,6.333333492279053,,,,29.92,,,,,0.0,10.323135375976562,,,,,,4.0,4.0,4.0,1.0
60371096011005.0,Los Angeles,5.0,Poor,2.7388,657.0,602.0,55.0,46.0,0.0,0.0,0.0,50.0,955.0,124500.0,38014.0,807.0,57.0,0.7436353603456346,0.9869167045188578,1.2368611338729936,0.6089518576242731,0.5966726925766805,1.2737734267862686,1.2524890533465676,12633.273698794752,0.3436177634377635,0.0,0.0,9.799624677155045,3.0,6.0,0.0,0.0,0.0,100.06,0.0,0.0,13.142857142857142,0.0,54.0,8.79338264465332,12633.273698794752,100.0,17.0,0.0,0.0,4.0,4.0,4.0,3.0
60372074001017.0,Los Angeles,4.0,Medium,7.9517,677.0,645.0,32.0,32.0,77.0,0.0,152.0,156.0,1596.0,85455.0,42864.0,1172.0,91.0,0.6527546521422172,0.9986345572892856,2.1146813725376505,0.4983246333906634,0.5709407229028716,1.746496558920998,1.3660261700313938,27114.81097886564,0.3323626342409453,0.0,0.0,77.85969498170488,4.0,6.0,0.0,0.0,100.0,38.0,0.0,0.0,15.0,0.0,19.0,10.855096817016602,0.0,0.0,3.0,0.0,0.0,0.153846153846,4.0,4.0,2.0
60372171021005.0,Los Angeles,2.0,Good,3.3349,386.0,365.0,21.0,21.0,168.0,0.0,0.0,250.0,1064.0,,38007.0,920.0,78.0,0.5904086804647222,0.999715932550472,2.239021094976213,0.612898120008978,0.6327598754983959,1.88945851081661,1.608271424220152,22605.55079464216,0.460446475605076,5395.510076023924,23.87,27.39748182167438,3.0,6.0,0.0,0.0,0.0,111.14,0.0,0.0,12.28813559322034,0.0,155.0,10.40285873413086,17210.040718618235,76.13,34.0,0.0,0.0,2.0,1.83333333333,1.83333333333,1.0
60371999001008.0,Los Angeles,1.0,Good,4.2192,372.0,337.0,35.0,24.0,132.0,0.0,38.0,52.0,998.0,42353.0,35385.0,718.0,81.0,0.3600418719596815,0.7142264432608686,3.0293733425551403,,,,,,,,,22.853295689936555,4.0,6.0,,,,121.52,,,,,0.0,10.875268936157228,,,,,,2.0,6.0,6.0,1.0
60371066411000.0,Los Angeles,1.0,Good,4.3442,654.0,588.0,66.0,36.0,6.0,0.0,0.0,271.0,1545.0,118387.0,51038.0,1063.0,85.0,0.3220349058291337,0.8082414739587561,4.955819703296188,0.7212143510243997,0.7348251923090603,1.0258738527052638,1.0128078791929016,25770.89344521236,0.310607791346964,0.0,0.0,3.176534368284305,3.0,8.989690780639648,0.0,0.0,0.0,128.1,0.0,0.0,12.636363636363637,0.0,60.0,8.444759368896484,25770.89344521236,100.0,22.0,0.0,0.0,0.0,6.77777777778,6.77777777778,1.0
60371082032004.0,Los Angeles,2.0,Good,5.615,474.0,409.0,65.0,30.0,0.0,0.0,0.0,228.0,908.0,172917.0,97842.0,732.0,30.0,0.7062727322964698,0.8982468039170816,0.908927402036197,0.604154384096466,0.6227238951323862,1.70673092627652,1.6632046279477155,23142.52122008776,0.3546073944894085,0.0,0.0,2.635353753204807,8.0,12.622950553894045,0.0,0.0,0.0,204.41,0.0,0.0,15.425,0.0,109.0,7.884736061096191,23142.52122008776,100.0,42.0,0.0,0.0,2.5,8.0,8.0,1.0
60379800221011.0,Los Angeles,2.0,Good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0861478059025313,0.6502380081128711,14.395637410814407,,,,,,,,,5.099260930240944,5.0,7.190476417541504,,,,269.42,,,,,0.0,8.64401626586914,,,,,,2.18181818182,2.5,2.5,1.0
60371393013001.0,Los Angeles,3.0,Medium,3.4088,816.0,795.0,21.0,21.0,0.0,0.0,6.0,322.0,1468.0,149524.0,83642.0,1211.0,45.0,0.0942731264228593,0.2443987233049346,1.0128825569392286,0.6447492841581783,0.6551069164690737,1.307346925171083,1.26495545884899,43486.6003615664,0.3155358637144866,0.0,0.0,11.100225310654425,4.0,6.0,0.0,0.0,0.0,120.96,0.0,0.0,11.24468085106383,0.0,158.0,8.782041549682617,43486.6003615664,100.0,52.0,0.0,0.0,2.0,4.0,4.0,2.0
60371343021000.0,Los Angeles,5.0,Poor,2.141,330.0,287.0,43.0,9.0,61.0,0.0,0.0,173.0,994.0,88021.0,41770.0,574.0,10.0,0.354376763331547,0.649341152885224,1.570864108775291,0.6186048546882751,0.5841489235419797,1.211663311159174,1.1884107490691291,53070.53386478617,0.3478147660745136,0.0,0.0,6.780160577630308,2.0,6.42926836013794,0.0,0.0,0.0,86.35,0.0,0.0,13.254098360655735,0.0,203.0,7.919158458709717,53070.53386478617,100.0,71.0,0.0,0.0,0.645161290323,2.0,2.0,3.0
60372760001020.0,Los Angeles,2.0,Good,3.4789,1214.0,1002.0,212.0,207.0,0.0,0.0,14.0,398.0,1922.0,143350.0,78260.0,1737.0,111.0,0.4566646851645231,0.8415402302262058,2.67374486445452,0.6509094849507137,0.6538985542942987,1.3038828088972527,1.0892827919867047,16780.58180576968,0.2714997726493358,4830.07766953871,28.78,5.176047045097121,3.0,8.983606338500977,0.0,0.0,0.0,90.6,0.0,0.0,10.529411764705882,0.0,136.0,10.601197242736816,11950.504136230971,71.22,22.0,0.0,0.0,2.0,4.0,4.0,1.0
60371242012011.0,Los Angeles,5.0,Poor,3.0838,420.0,402.0,18.0,18.0,8.0,0.0,0.0,92.0,799.0,84769.0,50973.0,582.0,20.0,0.4908919610120846,0.9999999999999998,3.61372734553204,0.6208049946957848,0.5968831740476124,1.8111625104142888,1.4821938099629963,6141.501896758717,0.4209132262898497,0.0,0.0,17.960301980009618,2.0,6.0,0.0,0.0,0.0,200.45,0.0,0.0,9.5,0.0,46.0,9.506562232971191,6141.501896758717,100.0,16.0,0.0,0.0,2.0,2.0,2.0,3.0
60371032021033.0,Los Angeles,1.0,Good,0.0314,696.0,663.0,33.0,8.0,16.0,0.0,36.0,80.0,1547.0,117338.0,49260.0,1062.0,47.0,0.0345858554153729,0.1227782739394364,5.877210377278053,,,,,,,,,2.8324857281806435,5.0,8.0,,,,21.26,,,,,0.0,9.348095893859863,,,,,,2.08695652174,6.38095238095,6.38095238095,1.0
60371351022007.0,Los Angeles,3.0,Medium,2.3619,425.0,390.0,35.0,23.0,0.0,0.0,0.0,149.0,856.0,134250.0,81333.0,606.0,18.0,0.332235130822718,0.6346111902365098,1.6549433881276867,0.560045252168898,0.5588350701983824,1.5001035345283122,1.3699993138007596,57863.32200432146,0.3083722276880618,0.0,0.0,6.943290523509003,3.0,6.0,0.0,0.0,0.0,8.43,0.0,0.0,12.724137931034482,0.0,116.0,8.281814575195312,57863.32200432146,100.0,46.0,0.0,0.0,0.434782608696,7.75,7.75,2.0
60371097002002.0,Los Angeles,2.0,Good,2.7559,547.0,511.0,36.0,36.0,14.0,0.0,0.0,110.0,1328.0,107500.0,41211.0,834.0,134.0,0.4451015134949397,0.8767330599416806,2.084167781247378,0.6362949487543109,0.6390513783085501,1.3491866844957978,1.2050753315576477,50998.8052566687,0.2731032404448707,0.0,0.0,5.920152075431594,4.0,6.0,0.0,0.0,19.27,79.54,0.0,0.0,10.588888888888889,0.0,190.0,8.662886619567871,41170.212910498005,80.73,57.0,0.0,0.0,2.5,3.81818181818,3.81818181818,1.0
60371289102005.0,Los Angeles,3.0,Medium,4.1427,473.0,427.0,46.0,46.0,9.0,0.0,0.0,167.0,863.0,90855.0,58321.0,772.0,92.0,0.5071821793149741,0.9997166370723328,3.072644226384107,0.6092589133239039,0.6039163612116665,1.6360397866648346,1.5023300600615124,30581.74297893527,0.3769813855707542,3249.567011063928,10.63,12.565887328805225,4.0,8.376237869262695,0.0,0.0,0.0,100.06,0.0,0.0,12.287878787878787,0.0,103.0,9.035975456237791,27332.17596787134,89.37,44.0,0.0,0.0,2.0,4.0,4.0,2.0
60371395061000.0,Los Angeles,3.0,Medium,5.4344,265.0,257.0,8.0,8.0,7.0,0.0,0.0,140.0,994.0,53366.0,43190.0,447.0,27.0,0.5075626994864118,1.0,3.035108374137822,0.5122933758860327,0.5690369924507052,2.743988573017736,2.285972233878871,4095757.68462189,0.0093621663257898,0.0,0.0,11.544634581026155,4.0,6.127167701721191,0.0,0.0,0.0,15.23,0.0,0.0,24.0,0.0,1109.0,8.799179077148438,4095757.68462189,100.0,501.0,0.0,0.0,2.37037037037,7.77777777778,7.77777777778,2.0
60372741001000.0,Los Angeles,2.0,Good,15.8077,319.0,319.0,0.0,0.0,0.0,0.0,45.0,294.0,741.0,100585.0,81166.0,715.0,0.0,0.7484549654668103,0.977541535339073,1.5809529586116953,0.4654440357740257,0.4440186124054169,2.249635864571351,1.6634072708140415,167905.83960084722,0.1826199554725985,167905.83960084722,100.0,14.767348252409198,5.0,7.467626094818115,0.0,0.0,0.0,149.76,0.0,0.0,43.97142857142857,0.0,1506.0,10.231383323669434,0.0,0.0,39.0,0.0,0.0,2.1,4.0,4.0,1.0
60371041241001.0,Los Angeles,3.0,Medium,4.0398,553.0,553.0,0.0,0.0,70.0,0.0,14.0,140.0,1280.0,59806.0,30337.0,878.0,56.0,0.7087946210294338,0.9997938989051453,1.6412059527675331,0.6054941900907329,0.5816527903942031,1.4873700650559798,1.2462163189205848,16724.91668049993,0.3220599742705334,0.0,0.0,4.785702297348233,3.0,6.0,0.0,0.0,0.0,119.05,0.0,0.0,10.228571428571428,0.0,105.0,9.093202590942385,16724.91668049993,100.0,22.0,0.0,0.0,4.0,6.0,6.0,2.0
60379800211006.0,Los Angeles,1.0,Good,0.6957,11.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,,46263.0,12.0,0.0,0.579236756421443,0.9968822461402428,2.248182933578214,,,,,15663.921232115114,,0.0,0.0,9.01417956217983,4.0,6.0,0.0,0.0,100.0,96.46,0.0,0.0,,0.0,0.0,9.045654296875,0.0,0.0,1.0,0.0,0.0,2.25,2.33333333333,2.33333333333,1.0
60371852031001.0,Los Angeles,1.0,Good,7.9659,369.0,285.0,84.0,76.0,61.0,0.0,1.0,97.0,856.0,58553.0,29503.0,594.0,58.0,0.4788163090224171,0.8166740606555467,2.093642852752239,0.6860781184080795,0.7113167240230931,1.3556350642722306,1.3251771035308308,4545.843983465608,0.2739633133655931,0.0,0.0,7.362763417024794,4.0,6.0,0.0,0.0,0.0,126.46,0.0,0.0,10.538461538461538,0.0,31.0,10.662063598632812,4545.843983465608,100.0,10.0,0.0,0.0,0.0,6.0,6.0,1.0
60372676002016.0,Los Angeles,3.0,Medium,4.2042,173.0,140.0,33.0,33.0,0.0,0.0,0.0,66.0,507.0,,39467.0,239.0,0.0,0.620216394103607,0.9887622353112456,1.838083186212772,0.6473334168852363,0.6789032768863384,2.1517665007790088,2.066184154013033,2615.198355802439,0.3152195163124701,2615.198355802439,100.0,20.959343790612497,2.0,6.0,0.0,0.0,0.0,37.23,0.0,0.0,7.4,0.0,82.0,9.96260929107666,0.0,0.0,5.0,0.0,0.0,0.0,2.0,2.0,2.0
60372913002001.0,Los Angeles,1.0,Good,0.0993,503.0,478.0,25.0,13.0,88.0,0.0,19.0,19.0,737.0,77917.0,42360.0,660.0,23.0,0.2147083841750852,0.9813711692913883,11.06455632741414,,,,,,,,,2.825063161014,6.0,7.909090995788574,,,,6.09,,,,,0.0,11.37288761138916,,,,,,0.0,15.0,15.0,1.0
60372352021007.0,Los Angeles,4.0,Medium,2.9984,404.0,334.0,70.0,70.0,116.0,0.0,0.0,25.0,928.0,21815.0,19293.0,636.0,91.0,0.7210683295721462,1.0,1.4204876986145547,0.5951102423206458,0.5697045469560336,2.804279182528445,1.5696315749702068,12859.579395884468,0.3960672904851748,0.0,0.0,20.829314695824,4.0,6.0,12859.579395884468,100.0,0.0,134.19,0.0,0.0,10.75,0.0,27.0,10.75240707397461,0.0,0.0,19.0,0.0,0.0,3.6,4.0,4.0,2.0
60371193201000.0,Los Angeles,3.0,Medium,4.7735,560.0,534.0,26.0,26.0,113.0,0.0,0.0,104.0,1107.0,59655.0,28510.0,895.0,68.0,0.5719434053650062,1.0,2.734818529690076,0.5921028944544958,0.6720571263582824,2.606123124383809,1.3394237579893666,152075.06322389803,0.0992523140172265,5870.4528167894005,3.86,21.154803682614705,3.0,6.0,0.0,0.0,0.0,32.72,0.0,0.0,19.714285714285715,0.0,1027.0,8.853072166442871,146204.61040710862,96.14,59.0,0.0,0.0,0.952380952381,6.0,6.0,2.0
60371861003009.0,Los Angeles,4.0,Medium,3.6579,696.0,609.0,87.0,87.0,10.0,0.0,0.0,319.0,1337.0,106579.0,58698.0,1105.0,47.0,0.6015930908946497,0.9775461611657216,2.9155449791116657,0.6595248620412822,0.6676970921909988,1.4396307276072935,1.382304834160751,11814.678026795093,0.3668911080189647,0.0,0.0,5.667332600152883,2.0,8.0,0.0,0.0,0.0,178.78,0.0,0.0,10.946428571428571,0.0,101.0,10.242754936218262,11814.678026795093,100.0,24.0,0.0,0.0,2.0,4.0,4.0,2.0
60371914102002.0,Los Angeles,4.0,Medium,4.3024,577.0,509.0,68.0,68.0,297.0,0.0,6.0,84.0,1464.0,50430.0,29822.0,1136.0,118.0,0.7023182165515115,1.0000000000000002,1.7038215526312104,0.6366958319678525,0.6478411270200839,1.5082151532612516,1.2439980696857855,19497.735684167357,0.4791529100065632,2840.492928779356,14.57,31.738587310072887,2.0,6.0,0.0,0.0,0.0,114.82,0.0,0.0,12.76923076923077,0.0,372.0,10.58108901977539,16657.242755387997,85.43,22.0,0.0,0.0,2.0,4.0,4.0,2.0
60372736001001.0,Los Angeles,5.0,Poor,4.2476,120.0,120.0,0.0,0.0,0.0,69.0,0.0,203.0,590.0,119427.0,96393.0,463.0,9.0,0.3764553390008265,0.9999170314814104,5.407687321425761,0.6391824486705343,0.6716941570736215,1.492482887507685,1.410796168902639,5184.923363964265,0.5745916614921032,586.0219139825665,11.3,17.418971533605884,3.0,6.0,0.0,0.0,0.0,14.27,0.0,0.0,10.314814814814817,0.0,38.0,10.120866775512695,4598.9014499816985,88.7,14.0,0.0,0.0,0.0,4.0,4.0,3.0
60372404012006.0,Los Angeles,3.0,Medium,3.1201,633.0,591.0,42.0,10.0,77.0,22.0,9.0,27.0,1614.0,38619.0,14654.0,1020.0,89.0,0.6871533523786437,0.9780054015626182,1.5824508070617678,0.6428923177266205,0.6774041274011817,1.512207584720883,1.4130596209485686,13975.270667277384,0.3178139052182541,1495.236189090207,10.7,42.61545137751407,4.0,6.0,0.0,0.0,0.0,59.26,0.0,0.0,9.928571428571429,0.0,162.0,11.006335258483888,12480.034478187175,89.3,21.0,0.0,0.0,2.0,4.0,4.0,2.0
60371234202003.0,Los Angeles,3.0,Medium,3.2469,245.0,188.0,57.0,32.0,37.0,0.0,0.0,91.0,534.0,62865.0,27139.0,464.0,91.0,0.6192085201587622,1.0,2.7043256468822827,0.6058063872528433,0.568507689384613,1.314384679579829,1.3424660870381748,11892.434652997392,0.3184849456497911,0.0,0.0,20.85595503033027,2.0,6.0,0.0,0.0,0.0,79.03,0.0,0.0,13.035714285714286,0.0,75.0,9.143306732177734,11892.434652997392,100.0,21.0,0.0,0.0,4.0,6.0,6.0,2.0
60371066452008.0,Los Angeles,1.0,Good,0.0503,705.0,660.0,45.0,45.0,9.0,0.0,0.0,321.0,1675.0,162401.0,56575.0,1128.0,93.0,0.6652342322463717,0.9046416855109034,1.1302671310345511,0.5910728938238312,0.5974657773664543,1.4176105268551158,1.2975808089564538,150882.01225303367,0.0622391785839307,0.0,0.0,2.0015708674205586,5.0,8.129277229309082,0.0,0.0,73.88,146.5,0.0,0.0,12.484848484848484,0.0,83.0,8.529373168945312,39412.75250295527,26.12,28.0,0.0,0.0,1.75609756098,5.9,5.9,1.0
60372690002002.0,Los Angeles,1.0,Good,4.8569,343.0,159.0,184.0,0.0,0.0,0.0,0.0,104.0,690.0,174909.0,88700.0,447.0,0.0,0.6521813598360616,0.936811823117033,2.081631973618145,0.5744461071435596,0.5768898819930801,1.3600899370418702,1.299445035847318,37577.02134766542,0.3103113869602089,0.0,0.0,5.857897502181329,2.0,6.0,0.0,0.0,0.0,71.83,0.0,0.0,16.58139534883721,0.0,106.0,10.175846099853516,37577.02134766542,100.0,36.0,0.0,0.0,3.6,8.35294117647,8.35294117647,1.0
60372711001004.0,Los Angeles,2.0,Good,2.4596,185.0,185.0,0.0,0.0,0.0,25.0,6.0,195.0,644.0,,124731.0,433.0,3.0,0.5634640466038903,0.9345792327163364,2.8381562992344995,0.6759774801038781,0.6965023339216492,1.2312081279323632,1.102895240392751,20448.43850626298,0.3428058441211554,0.0,0.0,13.481125175695125,4.0,6.0,0.0,0.0,0.0,60.83,0.0,0.0,9.67605633802817,0.0,75.0,10.07721710205078,20448.43850626298,100.0,32.0,0.0,0.0,2.0,6.0,6.0,1.0
60372286001007.0,Los Angeles,1.0,Good,3.1186,962.0,787.0,175.0,175.0,102.0,18.0,26.0,36.0,1695.0,,17317.0,1303.0,60.0,0.7098661249300643,0.9999999999999998,1.6430780409822725,0.6030492638446763,0.632230271219363,1.8152632940981843,1.5543283811925157,13924.752742798157,0.401317318613382,6695.309609356481,48.08,42.3351432858036,2.0,6.0,0.0,0.0,0.0,49.26,0.0,0.0,11.975,0.0,143.0,10.78732681274414,7229.443133441675,51.92,25.0,0.0,0.0,2.0,2.0,2.0,1.0
60372395012004.0,Los Angeles,3.0,Medium,2.3978,245.0,222.0,23.0,23.0,39.0,0.0,0.0,29.0,455.0,57500.0,15637.0,332.0,0.0,0.6639825382441539,0.9806665437457563,1.776655233936069,0.6458304273259494,0.6903888554176472,1.5759377986425538,1.4166221363103144,12869.98218475082,0.4140493162586523,2272.0387174684784,17.65,43.56835501033694,2.0,6.0,0.0,0.0,0.0,92.85,0.0,0.0,11.115384615384617,0.0,110.0,10.936044692993164,10597.94346728234,82.35,28.0,0.0,0.0,2.0,2.4,2.4,2.0
60372962201006.0,Los Angeles,4.0,Medium,3.9641,374.0,357.0,17.0,17.0,77.0,0.0,27.0,0.0,685.0,,15744.0,547.0,58.0,0.6979994197443095,1.0,1.730642409519001,0.6382780318058521,0.6567354632289997,1.7125073436201992,1.4160725037645734,15033.862537996582,0.3911389327797945,4010.710331323892,26.68,18.63575364702182,2.0,6.0,0.0,0.0,0.0,42.91,0.0,0.0,9.902439024390244,0.0,112.0,10.76698398590088,11023.15220667269,73.32,21.0,0.0,0.0,1.25,2.0,2.0,2.0
60372287102000.0,Los Angeles,2.0,Good,4.1739,361.0,334.0,27.0,27.0,112.0,0.0,61.0,4.0,738.0,69861.0,20932.0,642.0,40.0,0.5082005346960274,0.9999365683706124,3.448784455631108,0.6308138930514234,0.6420893422428092,1.8974251490799583,1.5670168362170682,30880.68706238869,0.3921498617709605,3021.034073026748,9.78,36.04262923405463,2.0,6.0,0.0,0.0,0.0,48.47,0.0,0.0,10.017094017094015,0.0,537.0,10.812214851379396,27859.652989361944,90.22,60.0,0.0,0.0,0.0,2.55555555556,2.55555555556,1.0
60372172003003.0,Los Angeles,3.0,Medium,2.1324,349.0,312.0,37.0,28.0,27.0,10.0,0.0,78.0,571.0,70357.0,43838.0,539.0,75.0,0.488012990263008,1.0,3.628623590558318,0.6017778484469968,0.6038006955008539,1.0903066825193062,1.0859144270372862,,,,,28.00224829515933,3.0,6.0,,,,9.55,,,13.666666666666666,,0.0,10.41758632659912,,,,,,15.0,2.0,2.0,2.0
60372678002001.0,Los Angeles,3.0,Medium,2.5771,136.0,104.0,32.0,32.0,33.0,13.0,0.0,70.0,479.0,86389.0,72579.0,270.0,18.0,0.6873762840635773,0.993056518226186,1.8541538813756,0.6206086613069195,0.6181736585120463,1.8596383992739047,1.6106866292569753,14612.88452728931,0.4004650047930714,0.0,0.0,16.83706598701875,2.0,6.0,0.0,0.0,0.0,101.17,0.0,0.0,9.859649122807015,0.0,75.0,9.989653587341309,14612.88452728931,100.0,26.0,0.0,0.0,2.0,4.0,4.0,2.0
60372351001005.0,Los Angeles,1.0,Good,2.588,252.0,239.0,13.0,13.0,7.0,0.0,0.0,101.0,786.0,85750.0,41070.0,461.0,101.0,0.719174239154465,0.9999999999999998,1.5726554865979916,0.6649957391671102,0.6659203600863908,1.5206715341576331,1.3554060038243283,13636.389109387836,0.3891511111246493,0.0,0.0,11.198010124644805,5.0,6.0,0.0,0.0,0.0,100.06,0.0,0.0,10.0,0.0,70.0,10.668807983398438,13636.389109387836,100.0,26.0,0.0,0.0,0.0,6.0,6.0,1.0
60372327021005.0,Los Angeles,3.0,Medium,3.9499,907.0,810.0,97.0,9.0,251.0,0.0,0.0,75.0,1840.0,77688.0,22783.0,1414.0,61.0,0.5016702052878085,1.0000000000000002,3.443741363887729,0.6636858594892191,0.6841768820488388,1.6121307728907186,1.4389215100439898,31456.352949844037,0.4378373286860136,6454.57695890435,20.52,61.91942249181344,3.0,6.0,0.0,0.0,0.0,50.8,0.0,0.0,9.178343949044589,0.0,435.0,10.805270195007324,25001.77599093968,79.48,57.0,0.0,0.0,1.66666666667,5.88888888889,5.88888888889,2.0
60372742021023.0,Los Angeles,1.0,Good,3.5472,390.0,390.0,0.0,0.0,0.0,0.0,0.0,374.0,1531.0,88333.0,88779.0,976.0,188.0,0.622466973101028,1.0,2.291762372545234,0.6114246426486075,0.6309750952491981,2.1904664692139493,2.2477036269781387,2306.856749455937,0.5835883864886015,0.0,0.0,3.5689117976291995,6.0,10.0,0.0,0.0,0.0,8.01,0.0,0.0,11.0,0.0,34.0,10.232912063598633,2306.856749455937,100.0,8.0,0.0,0.0,2.0,4.0,4.0,1.0
60372352012003.0,Los Angeles,3.0,Medium,2.9068,158.0,132.0,26.0,0.0,0.0,0.0,22.0,48.0,507.0,,31280.0,267.0,29.0,0.6989384943367046,1.0,1.7223826277422285,0.6414510072261623,0.625288096677253,1.5957685946566995,1.5381141767497697,15037.050036801116,0.3422630632852834,0.0,0.0,22.807625524974448,3.0,6.0,0.0,0.0,0.0,100.69,0.0,0.0,10.037735849056604,0.0,83.0,10.79712200164795,15037.050036801116,100.0,24.0,0.0,0.0,3.5,5.8,5.8,2.0
60372760003016.0,Los Angeles,3.0,Medium,6.0278,346.0,346.0,0.0,0.0,0.0,0.0,0.0,90.0,766.0,125063.0,80133.0,445.0,9.0,0.3810451723543088,0.6526136986568122,1.5560309393029583,0.6340284225820673,0.6492904258037939,1.8096108930890704,1.3771264335011812,14850.845072371094,0.4803745671306181,2786.852233374395,18.77,8.844207615374545,4.0,6.0,0.0,0.0,0.0,78.93,0.0,0.0,9.82,0.0,54.0,10.57955265045166,12063.9928389967,81.23,26.0,0.0,0.0,0.0,4.0,4.0,2.0
60372012001006.0,Los Angeles,3.0,Medium,3.9018,1079.0,968.0,111.0,102.0,81.0,0.0,45.0,180.0,1874.0,93309.0,35751.0,1474.0,75.0,0.5815586368402923,1.0,2.657887173032936,0.6466741080313617,0.6491959652521007,1.4830420646804825,1.2875375115352594,6619.512015339136,0.4105143822125927,0.0,0.0,8.716882161132649,2.0,6.0,0.0,0.0,0.0,160.61,0.0,0.0,11.391304347826088,0.0,88.0,10.2410306930542,6619.512015339136,100.0,10.0,0.0,0.0,2.0,11.0,11.0,2.0
60371112013002.0,Los Angeles,2.0,Good,2.7685,277.0,251.0,26.0,26.0,0.0,0.0,0.0,24.0,395.0,140227.0,58344.0,308.0,7.0,0.5581550444468812,0.8158158320509594,1.2380504795787877,0.6007459459806251,0.5746716049655816,1.3878400513072695,1.312106538788814,53794.56134143876,0.1469077441118229,0.0,0.0,4.359558323206399,6.0,6.0,0.0,0.0,38.43,192.02,0.0,0.0,12.064516129032258,0.0,64.0,8.432841300964355,33121.483035592435,61.57,21.0,0.0,0.0,2.94736842105,4.0,4.0,1.0
60371013001009.0,Los Angeles,1.0,Good,0.0,303.0,298.0,5.0,5.0,0.0,0.0,0.0,170.0,874.0,104297.0,47146.0,581.0,67.0,0.2501366725721436,0.7409429999428127,1.0705467545123313,0.6145337103719977,0.6321897700773307,1.700582357649631,1.5441777054721455,212427.5445894201,0.016724500743525,0.0,0.0,1.3416222093306098,5.0,9.107142448425291,0.0,0.0,0.0,92.52,0.0,0.0,11.05,0.0,61.0,9.652410507202148,210664.98024437265,99.17,208.0,0.0,0.0,4.58333333333,15.0,15.0,1.0
60372163022004.0,Los Angeles,4.0,Medium,2.8517,543.0,515.0,28.0,28.0,0.0,0.0,27.0,335.0,1341.0,83750.0,72752.0,951.0,22.0,0.5696729541979776,0.9997853956642564,2.97004488400766,0.5612698910215105,0.6049047502551361,2.2867859507317068,1.7385023695405883,20033.485104163337,0.501304983480527,7190.108915179384,35.89,21.41549831928416,4.0,7.599999904632568,0.0,0.0,0.0,133.28,0.0,0.0,16.75,0.0,290.0,10.303157806396484,12843.376188983952,64.11,14.0,0.0,0.0,4.0,5.16666666667,5.16666666667,2.0
60372161001009.0,Los Angeles,3.0,Medium,4.5239,257.0,248.0,9.0,9.0,0.0,0.0,7.0,71.0,626.0,171535.0,107952.0,398.0,0.0,0.6499823084717161,0.9834660879269808,1.8326756028387063,0.654506533592136,0.6801320701141542,1.4152288711676346,1.2716437189347551,17800.965227640587,0.3396500127896087,0.0,0.0,20.63486748451579,4.0,6.0,0.0,0.0,0.0,114.08,0.0,0.0,11.85,0.0,81.0,10.462961196899414,17800.965227640587,100.0,26.0,0.0,0.0,2.0,3.81818181818,3.81818181818,2.0
60372643053004.0,Los Angeles,3.0,Medium,4.3466,532.0,489.0,43.0,43.0,0.0,0.0,10.0,154.0,1368.0,134135.0,85364.0,813.0,117.0,0.6838526374266798,0.9594660562487388,1.3756760753458308,0.6158866068718094,0.6228915619217017,2.2146541077126884,2.2523548908431987,31506.11737042036,0.24425449957923,0.0,0.0,9.92681229498156,5.0,6.0,0.0,0.0,100.0,77.6,0.0,0.0,7.5,0.0,0.0,9.674606323242188,0.0,0.0,1.0,0.0,0.0,0.266666666667,5.17647058824,5.17647058824,2.0
